workorder_id,equipment_id,equipment_type,branch,customer_name,accredited,technician
Ho-WO-00058,Ho-EQ-00058-0,torque,Houston,Rodriguez Group,yes,Katelyn Hodges
Ho-WO-00059,Ho-EQ-00059-0,pressure_gauge,Houston,Santiago and Sons,yes,Katrina Bartlett
Ho-WO-00059,Ho-EQ-00059-1,pressure_gauge,Houston,Santiago and Sons,yes,Katrina Bartlett
Ho-WO-00059,Ho-EQ-00059-2,torque,Houston,Santiago and Sons,yes,Katrina Bartlett
Ho-WO-00060,Ho-EQ-00060-0,scale,Houston,Mccann-Hoffman,yes,Jeffrey Pham
Ho-WO-00061,Ho-EQ-00061-0,flow_meter,Houston,Carter Group,yes,Jeffrey Pham
Ho-WO-00061,Ho-EQ-00061-1,pressure_gauge,Houston,Carter Group,no,Katrina Bartlett
Ho-WO-00062,Ho-EQ-00062-0,pressure_gauge,Houston,"Armstrong, Fletcher and Wilson",no,Jeffrey Pham
Ho-WO-00062,Ho-EQ-00062-1,scale,Houston,"Armstrong, Fletcher and Wilson",yes,Katrina Bartlett
Ho-WO-00063,Ho-EQ-00063-0,flow_meter,Houston,Parker and Sons,yes,Jeffrey Pham
Ho-WO-00063,Ho-EQ-00063-1,thermometer,Houston,Parker and Sons,no,Jeffrey Pham
Ho-WO-00064,Ho-EQ-00064-0,thermometer,Houston,"Mitchell, Stephens and Ford",no,Katrina Bartlett
Ho-WO-00065,Ho-EQ-00065-0,pressure_gauge,Houston,Freeman-Rice,yes,Katelyn Hodges
Ho-WO-00065,Ho-EQ-00065-1,thermometer,Houston,Freeman-Rice,yes,Jeffrey Pham
Ho-WO-00066,Ho-EQ-00066-0,torque,Houston,Wells Inc,yes,Katelyn Hodges
Ho-WO-00066,Ho-EQ-00066-1,torque,Houston,Wells Inc,no,Jeffrey Pham
Ho-WO-00067,Ho-EQ-00067-0,scale,Houston,Banks-Hughes,no,Katelyn Hodges
Ho-WO-00067,Ho-EQ-00067-1,pressure_gauge,Houston,Banks-Hughes,yes,Katelyn Hodges
Ho-WO-00067,Ho-EQ-00067-2,thermometer,Houston,Banks-Hughes,no,Katrina Bartlett
Ho-WO-00068,Ho-EQ-00068-0,pressure_gauge,Houston,Romero Group,no,Katrina Bartlett
Ho-WO-00068,Ho-EQ-00068-1,caliper,Houston,Romero Group,no,Katelyn Hodges
Ho-WO-00069,Ho-EQ-00069-0,pressure_gauge,Houston,Parker and Sons,no,Jeffrey Pham
Ho-WO-00069,Ho-EQ-00069-1,flow_meter,Houston,Parker and Sons,yes,Jeffrey Pham
Ho-WO-00069,Ho-EQ-00069-2,caliper,Houston,Parker and Sons,no,Katelyn Hodges
Ho-WO-00070,Ho-EQ-00070-0,torque,Houston,Parker-Reeves,yes,Katelyn Hodges
Ho-WO-00070,Ho-EQ-00070-1,scale,Houston,Parker-Reeves,yes,Jeffrey Pham
Ho-WO-00070,Ho-EQ-00070-2,torque,Houston,Parker-Reeves,no,Katrina Bartlett
Ho-WO-00071,Ho-EQ-00071-0,flow_meter,Houston,Carter Group,yes,Katelyn Hodges
Ho-WO-00071,Ho-EQ-00071-1,caliper,Houston,Carter Group,yes,Katelyn Hodges
Ho-WO-00072,Ho-EQ-00072-0,flow_meter,Houston,"Mitchell, Stephens and Ford",yes,Jeffrey Pham
Ho-WO-00072,Ho-EQ-00072-1,torque,Houston,"Mitchell, Stephens and Ford",yes,Katelyn Hodges
Ho-WO-00073,Ho-EQ-00073-0,torque,Houston,"Moore, Prince and Blankenship",no,Katrina Bartlett
Ho-WO-00074,Ho-EQ-00074-0,caliper,Houston,Lopez and Sons,no,Katelyn Hodges
Ho-WO-00074,Ho-EQ-00074-1,flow_meter,Houston,Lopez and Sons,no,Jeffrey Pham
Ho-WO-00075,Ho-EQ-00075-0,flow_meter,Houston,Holland-Walsh,no,Katelyn Hodges
Ho-WO-00076,Ho-EQ-00076-0,thermometer,Houston,Mccann-Hoffman,no,Jeffrey Pham
Ho-WO-00076,Ho-EQ-00076-1,scale,Houston,Mccann-Hoffman,no,Jeffrey Pham
Ho-WO-00076,Ho-EQ-00076-2,flow_meter,Houston,Mccann-Hoffman,no,Jeffrey Pham
Ho-WO-00077,Ho-EQ-00077-0,torque,Houston,Garner-Rose,yes,Jeffrey Pham
Ho-WO-00077,Ho-EQ-00077-1,pressure_gauge,Houston,Garner-Rose,yes,Katelyn Hodges
Ho-WO-00077,Ho-EQ-00077-2,pressure_gauge,Houston,Garner-Rose,no,Katelyn Hodges
Ho-WO-00078,Ho-EQ-00078-0,pressure_gauge,Houston,Miller-Mcguire,no,Jeffrey Pham
Ho-WO-00079,Ho-EQ-00079-0,scale,Houston,"White, Grant and Flores",yes,Katrina Bartlett
Ho-WO-00079,Ho-EQ-00079-1,torque,Houston,"White, Grant and Flores",yes,Katelyn Hodges
Ho-WO-00079,Ho-EQ-00079-2,torque,Houston,"White, Grant and Flores",yes,Katrina Bartlett
Ho-WO-00080,Ho-EQ-00080-0,thermometer,Houston,Gonzalez Ltd,yes,Jeffrey Pham
Ho-WO-00081,Ho-EQ-00081-0,flow_meter,Houston,Barnett-Mueller,no,Katrina Bartlett
Ho-WO-00081,Ho-EQ-00081-1,thermometer,Houston,Barnett-Mueller,no,Katelyn Hodges
Ho-WO-00082,Ho-EQ-00082-0,pressure_gauge,Houston,"Bell, Haney and Roberson",no,Jeffrey Pham
Ho-WO-00082,Ho-EQ-00082-1,torque,Houston,"Bell, Haney and Roberson",yes,Katelyn Hodges
Ho-WO-00082,Ho-EQ-00082-2,flow_meter,Houston,"Bell, Haney and Roberson",yes,Jeffrey Pham
Ho-WO-00083,Ho-EQ-00083-0,caliper,Houston,Kelley-Ramirez,no,Katelyn Hodges
Ho-WO-00084,Ho-EQ-00084-0,scale,Houston,Mann PLC,yes,Katelyn Hodges
Ho-WO-00084,Ho-EQ-00084-1,torque,Houston,Mann PLC,no,Jeffrey Pham
Ho-WO-00085,Ho-EQ-00085-0,pressure_gauge,Houston,Cole-Cervantes,yes,Jeffrey Pham
Ho-WO-00085,Ho-EQ-00085-1,caliper,Houston,Cole-Cervantes,no,Katrina Bartlett
Ho-WO-00086,Ho-EQ-00086-0,scale,Houston,"Hawkins, Campos and Booth",yes,Katelyn Hodges
Ho-WO-00086,Ho-EQ-00086-1,pressure_gauge,Houston,"Hawkins, Campos and Booth",yes,Katrina Bartlett
Ho-WO-00087,Ho-EQ-00087-0,scale,Houston,Freeman-Rice,yes,Jeffrey Pham
Ho-WO-00087,Ho-EQ-00087-1,caliper,Houston,Freeman-Rice,yes,Jeffrey Pham
Ho-WO-00088,Ho-EQ-00088-0,pressure_gauge,Houston,Reed-Moody,no,Katrina Bartlett
Ho-WO-00088,Ho-EQ-00088-1,caliper,Houston,Reed-Moody,no,Katelyn Hodges
Ho-WO-00089,Ho-EQ-00089-0,flow_meter,Houston,"Armstrong, Fletcher and Wilson",no,Katelyn Hodges
Ho-WO-00089,Ho-EQ-00089-1,torque,Houston,"Armstrong, Fletcher and Wilson",yes,Katelyn Hodges
Ho-WO-00089,Ho-EQ-00089-2,thermometer,Houston,"Armstrong, Fletcher and Wilson",yes,Katelyn Hodges
Ho-WO-00090,Ho-EQ-00090-0,thermometer,Houston,Kelley-Young,no,Jeffrey Pham
Ho-WO-00090,Ho-EQ-00090-1,flow_meter,Houston,Kelley-Young,no,Katelyn Hodges
Ho-WO-00091,Ho-EQ-00091-0,thermometer,Houston,Chang-Love,no,Katelyn Hodges
Ho-WO-00091,Ho-EQ-00091-1,pressure_gauge,Houston,Chang-Love,no,Katrina Bartlett
Ho-WO-00092,Ho-EQ-00092-0,thermometer,Houston,Serrano Inc,yes,Jeffrey Pham
Ho-WO-00093,Ho-EQ-00093-0,pressure_gauge,Houston,Walker-Morales,no,Katelyn Hodges
Ho-WO-00094,Ho-EQ-00094-0,flow_meter,Houston,"Jensen, Evans and Fowler",no,Katrina Bartlett
Ho-WO-00094,Ho-EQ-00094-1,caliper,Houston,"Jensen, Evans and Fowler",yes,Jeffrey Pham
Ho-WO-00094,Ho-EQ-00094-2,pressure_gauge,Houston,"Jensen, Evans and Fowler",no,Katelyn Hodges
Ho-WO-00095,Ho-EQ-00095-0,caliper,Houston,"Combs, Gibson and Mitchell",no,Katelyn Hodges
Ho-WO-00095,Ho-EQ-00095-1,thermometer,Houston,"Combs, Gibson and Mitchell",no,Jeffrey Pham
Ho-WO-00095,Ho-EQ-00095-2,scale,Houston,"Combs, Gibson and Mitchell",yes,Katelyn Hodges
Ho-WO-00096,Ho-EQ-00096-0,flow_meter,Houston,Hicks PLC,yes,Katrina Bartlett
Ho-WO-00097,Ho-EQ-00097-0,scale,Houston,Mueller LLC,yes,Katelyn Hodges
Ho-WO-00097,Ho-EQ-00097-1,flow_meter,Houston,Mueller LLC,yes,Katelyn Hodges
Ho-WO-00098,Ho-EQ-00098-0,torque,Houston,Spencer-Williams,no,Katelyn Hodges
Ho-WO-00099,Ho-EQ-00099-0,scale,Houston,Barnett-Mueller,yes,Katrina Bartlett
Ho-WO-00099,Ho-EQ-00099-1,thermometer,Houston,Barnett-Mueller,no,Jeffrey Pham
Ho-WO-00099,Ho-EQ-00099-2,flow_meter,Houston,Barnett-Mueller,no,Katrina Bartlett
Ho-WO-00100,Ho-EQ-00100-0,caliper,Houston,"Cole, Velasquez and Johnson",no,Katelyn Hodges
Ho-WO-00100,Ho-EQ-00100-1,flow_meter,Houston,"Cole, Velasquez and Johnson",no,Katrina Bartlett
Ho-WO-00101,Ho-EQ-00101-0,caliper,Houston,Ross Inc,yes,Katelyn Hodges
Ho-WO-00101,Ho-EQ-00101-1,pressure_gauge,Houston,Ross Inc,yes,Jeffrey Pham
Ho-WO-00102,Ho-EQ-00102-0,scale,Houston,Freeman-Rice,no,Jeffrey Pham
Ho-WO-00102,Ho-EQ-00102-1,pressure_gauge,Houston,Freeman-Rice,no,Katrina Bartlett
Ho-WO-00102,Ho-EQ-00102-2,flow_meter,Houston,Freeman-Rice,yes,Katrina Bartlett
Ho-WO-00103,Ho-EQ-00103-0,flow_meter,Houston,Ibarra-Gonzales,yes,Katrina Bartlett
Ho-WO-00104,Ho-EQ-00104-0,scale,Houston,Freeman-Rice,yes,Katrina Bartlett
Ho-WO-00104,Ho-EQ-00104-1,scale,Houston,Freeman-Rice,yes,Jeffrey Pham
Ho-WO-00104,Ho-EQ-00104-2,caliper,Houston,Freeman-Rice,no,Katrina Bartlett
Ho-WO-00105,Ho-EQ-00105-0,thermometer,Houston,Martin-Hale,yes,Jeffrey Pham
Ho-WO-00105,Ho-EQ-00105-1,torque,Houston,Martin-Hale,no,Katelyn Hodges
Ho-WO-00105,Ho-EQ-00105-2,flow_meter,Houston,Martin-Hale,no,Jeffrey Pham
Ho-WO-00106,Ho-EQ-00106-0,caliper,Houston,Ross Inc,yes,Katrina Bartlett
Ho-WO-00106,Ho-EQ-00106-1,torque,Houston,Ross Inc,yes,Katrina Bartlett
Ho-WO-00106,Ho-EQ-00106-2,flow_meter,Houston,Ross Inc,no,Katrina Bartlett
Ho-WO-00107,Ho-EQ-00107-0,pressure_gauge,Houston,Serrano Inc,no,Jeffrey Pham
Ho-WO-00108,Ho-EQ-00108-0,thermometer,Houston,Chang-Love,no,Katrina Bartlett
Ho-WO-00108,Ho-EQ-00108-1,pressure_gauge,Houston,Chang-Love,no,Jeffrey Pham
Ho-WO-00109,Ho-EQ-00109-0,thermometer,Houston,Morales-Banks,yes,Jeffrey Pham
Ho-WO-00109,Ho-EQ-00109-1,scale,Houston,Morales-Banks,no,Jeffrey Pham
Ho-WO-00110,Ho-EQ-00110-0,scale,Houston,"Humphrey, Mullins and Moore",yes,Katrina Bartlett
Ho-WO-00110,Ho-EQ-00110-1,caliper,Houston,"Humphrey, Mullins and Moore",yes,Jeffrey Pham
Ho-WO-00110,Ho-EQ-00110-2,flow_meter,Houston,"Humphrey, Mullins and Moore",no,Katrina Bartlett
Ho-WO-00111,Ho-EQ-00111-0,caliper,Houston,Parker and Sons,yes,Katelyn Hodges
Ho-WO-00111,Ho-EQ-00111-1,torque,Houston,Parker and Sons,yes,Katrina Bartlett
Ho-WO-00111,Ho-EQ-00111-2,torque,Houston,Parker and Sons,yes,Jeffrey Pham
Ho-WO-00112,Ho-EQ-00112-0,caliper,Houston,Barrett-Figueroa,yes,Jeffrey Pham
Ho-WO-00113,Ho-EQ-00113-0,torque,Houston,Mcdowell-Brooks,yes,Jeffrey Pham
Ho-WO-00113,Ho-EQ-00113-1,torque,Houston,Mcdowell-Brooks,yes,Jeffrey Pham
Ho-WO-00114,Ho-EQ-00114-0,flow_meter,Houston,Gonzalez LLC,no,Jeffrey Pham
Ho-WO-00114,Ho-EQ-00114-1,thermometer,Houston,Gonzalez LLC,no,Katelyn Hodges
Ho-WO-00115,Ho-EQ-00115-0,scale,Houston,Rodriguez-Summers,no,Jeffrey Pham
Ho-WO-00115,Ho-EQ-00115-1,thermometer,Houston,Rodriguez-Summers,no,Katelyn Hodges
Ho-WO-00116,Ho-EQ-00116-0,pressure_gauge,Houston,Rodriguez Inc,yes,Katrina Bartlett
Ho-WO-00117,Ho-EQ-00117-0,pressure_gauge,Houston,Cole-Cervantes,yes,Jeffrey Pham
Ho-WO-00117,Ho-EQ-00117-1,torque,Houston,Cole-Cervantes,no,Katelyn Hodges
Ho-WO-00117,Ho-EQ-00117-2,flow_meter,Houston,Cole-Cervantes,no,Jeffrey Pham
Ho-WO-00118,Ho-EQ-00118-0,caliper,Houston,Jensen-Bell,yes,Katelyn Hodges
Ho-WO-00119,Ho-EQ-00119-0,torque,Houston,Hamilton Group,yes,Katrina Bartlett
Ho-WO-00119,Ho-EQ-00119-1,scale,Houston,Hamilton Group,no,Katrina Bartlett
Ho-WO-00120,Ho-EQ-00120-0,torque,Houston,"Thompson, Anderson and Hopkins",no,Katelyn Hodges
Ho-WO-00121,Ho-EQ-00121-0,thermometer,Houston,"Dillon, Morton and Wood",no,Jeffrey Pham
Ho-WO-00122,Ho-EQ-00122-0,caliper,Houston,Kelley-Ramirez,no,Jeffrey Pham
Ho-WO-00122,Ho-EQ-00122-1,thermometer,Houston,Kelley-Ramirez,no,Katrina Bartlett
Ho-WO-00123,Ho-EQ-00123-0,scale,Houston,"Humphrey, Mullins and Moore",yes,Jeffrey Pham
Ho-WO-00123,Ho-EQ-00123-1,pressure_gauge,Houston,"Humphrey, Mullins and Moore",yes,Katelyn Hodges
Ho-WO-00124,Ho-EQ-00124-0,torque,Houston,Neal-Kelley,no,Jeffrey Pham
Ho-WO-00125,Ho-EQ-00125-0,flow_meter,Houston,"Bell, Haney and Roberson",yes,Jeffrey Pham
Ho-WO-00125,Ho-EQ-00125-1,thermometer,Houston,"Bell, Haney and Roberson",yes,Jeffrey Pham
Ho-WO-00125,Ho-EQ-00125-2,thermometer,Houston,"Bell, Haney and Roberson",yes,Jeffrey Pham
Ho-WO-00126,Ho-EQ-00126-0,torque,Houston,"Dillon, Morton and Wood",no,Katrina Bartlett
Ho-WO-00126,Ho-EQ-00126-1,scale,Houston,"Dillon, Morton and Wood",no,Jeffrey Pham
Ho-WO-00127,Ho-EQ-00127-0,torque,Houston,Hammond-Guerrero,no,Jeffrey Pham
Ho-WO-00127,Ho-EQ-00127-1,scale,Houston,Hammond-Guerrero,no,Katelyn Hodges
Ho-WO-00128,Ho-EQ-00128-0,flow_meter,Houston,Morris-West,yes,Katelyn Hodges
Ho-WO-00128,Ho-EQ-00128-1,scale,Houston,Morris-West,no,Jeffrey Pham
Ho-WO-00128,Ho-EQ-00128-2,thermometer,Houston,Morris-West,no,Katelyn Hodges
Ho-WO-00129,Ho-EQ-00129-0,thermometer,Houston,"Erickson, Hughes and Craig",yes,Jeffrey Pham
Ho-WO-00130,Ho-EQ-00130-0,caliper,Houston,Orr LLC,yes,Katelyn Hodges
Ho-WO-00130,Ho-EQ-00130-1,scale,Houston,Orr LLC,no,Katelyn Hodges
Ho-WO-00131,Ho-EQ-00131-0,flow_meter,Houston,Hardin-Mcdonald,yes,Katrina Bartlett
